,CATAID,WHAN classification,BPT classification
109174,3011294,unclassified,unclassified
109175,3011295,SF,SF
109176,3011296,SF,unclassified
109177,3011297,unclassified,unclassified
109178,3011298,SF,SF
109179,3011299,SF,SF
109180,3011300,SF,SF
109181,3011301,sAGN,composite
109182,3011302,SF,seyfert
109183,3011303,SF,SF
109184,3011304,SF,SF
109185,3011305,sAGN,composite
109186,3011306,unclassified,unclassified
109187,3011307,sAGN,SF
109188,3011308,SF,SF
109189,3011309,unclassified,unclassified
109190,3011310,unclassified,unclassified
109191,3011311,retired,unclassified
109192,3011312,unclassified,unclassified
109193,3011313,SF,SF
109194,3011314,unclassified,unclassified
109195,3011315,unclassified,unclassified
109196,3011316,unclassified,unclassified
109197,3011317,unclassified,unclassified
109198,3011318,SF,SF
109199,3011319,SF,SF
109200,3011320,SF,SF
109201,3011321,unclassified,unclassified
109202,3011322,SF,SF
109203,3011323,SF,SF
109204,3011324,unclassified,unclassified
109205,3011325,unclassified,unclassified
109206,3011326,unclassified,unclassified
109207,3011327,unclassified,unclassified
109208,3011328,SF,composite
109209,3011329,sAGN,composite
109210,3011330,SF,SF
109211,3011331,SF,SF
109212,3011332,SF,SF
109213,3011333,SF,SF
109214,3011334,SF,SF
109215,3011335,unclassified,unclassified
109216,3011336,unclassified,unclassified
109217,3011337,retired,LINERs
109218,3011338,SF,unclassified
109219,3011339,unclassified,unclassified
109220,3011340,SF,SF
109221,3011341,unclassified,unclassified
109222,3011342,retired,SF
109223,3011343,SF,unclassified
109224,3011344,SF,unclassified
109225,3011345,sAGN,composite
109226,3011346,unclassified,unclassified
109227,3011347,SF,SF
109228,3011348,SF,SF
109229,3011349,SF,SF
109230,3011350,unclassified,unclassified
109231,3011351,retired,LINERs
109232,3011352,unclassified,unclassified
109233,3011353,unclassified,unclassified
109234,3011354,SF,unclassified
109235,3011355,retired,unclassified
109236,3011356,sAGN,unclassified
109237,3011357,sAGN,composite
109238,3011358,sAGN,composite
109239,3011359,unclassified,unclassified
109240,3011360,SF,SF
109241,3011361,SF,SF
109242,3011362,SF,SF
109243,3011363,SF,SF
109244,3011364,SF,SF
109245,3011365,unclassified,unclassified
109246,3011366,SF,SF
109247,3011367,retired,unclassified
109248,3011368,passive,unclassified
109249,3011369,SF,unclassified
109250,3011370,SF,SF
109251,3011371,SF,SF
109252,3011372,SF,composite
109253,3011373,unclassified,unclassified
109254,3011374,retired,unclassified
109255,3011375,retired,LINERs
109256,3011376,sAGN,composite
109257,3011377,SF,composite
109258,3011378,wAGN,composite
109259,3011379,SF,unclassified
109260,3011380,sAGN,unclassified
109261,3011381,unclassified,unclassified
109262,3011382,sAGN,composite
109263,3011383,sAGN,composite
109264,3011384,SF,SF
109265,3011385,sAGN,unclassified
109266,3011386,retired,unclassified
109267,3011387,unclassified,unclassified
109268,3011388,unclassified,unclassified
109269,3011389,SF,unclassified
109270,3011390,SF,SF
109271,3011391,SF,unclassified
109272,3011392,SF,unclassified
109273,3011393,SF,unclassified
109274,3011394,unclassified,unclassified
109275,3011395,unclassified,unclassified
109276,3011396,SF,SF
109277,3011397,SF,SF
109278,3011398,SF,SF
109279,3011399,SF,unclassified
109280,3011400,sAGN,seyfert
109281,3011401,SF,SF
109282,3011402,unclassified,unclassified
109283,3011403,unclassified,unclassified
109284,3011404,SF,SF
109285,3011405,SF,SF
109286,3011406,SF,SF
109287,3011407,unclassified,unclassified
109288,3011408,SF,SF
109289,3011409,SF,SF
109290,3011410,sAGN,composite
109291,3011411,SF,unclassified
109292,3011412,SF,SF
109293,3011413,SF,SF
109294,3011414,sAGN,composite
109295,3011415,unclassified,unclassified
109296,3011416,unclassified,unclassified
109297,3011417,SF,SF
109298,3011418,SF,SF
109299,3011419,unclassified,unclassified
109300,3011420,unclassified,unclassified
109301,3011421,retired,unclassified
109302,3011422,SF,unclassified
109303,3011423,SF,SF
109304,3011424,wAGN,unclassified
109305,3011425,SF,SF
109306,3011426,sAGN,composite
109307,3011427,SF,SF
109308,3011428,retired,unclassified
109309,3011429,retired,unclassified
109310,3011430,sAGN,LINERs
109311,3011431,retired,LINERs
109312,3011432,SF,SF
109313,3011433,SF,SF
109314,3011434,retired,LINERs
109315,3011435,SF,SF
109316,3011436,unclassified,unclassified
109317,3011437,retired,unclassified
109318,3011438,SF,unclassified
109319,3011439,unclassified,unclassified
109320,3011440,unclassified,unclassified
109321,3011441,SF,SF
109322,3011442,SF,SF
109323,3011443,SF,SF
109324,3011444,unclassified,unclassified
109325,3011445,unclassified,unclassified
109326,3011446,unclassified,unclassified
109327,3011447,retired,unclassified
109328,3011448,retired,LINERs
109329,3011449,unclassified,unclassified
109330,3011450,wAGN,composite
109331,3011451,retired,unclassified
109332,3011452,SF,SF
109333,3011453,retired,unclassified
109334,3011454,wAGN,unclassified
109335,3011455,SF,unclassified
109336,3011456,SF,unclassified
109337,3011457,SF,unclassified
109338,3011458,SF,SF
109339,3011459,SF,composite
109340,3011460,SF,SF
109341,3011461,SF,SF
109342,3011462,unclassified,unclassified
109343,3011463,retired,LINERs
109344,3011464,retired,LINERs
109345,3011465,unclassified,unclassified
109346,3011466,unclassified,unclassified
109347,3011467,SF,SF
109348,3011468,retired,LINERs
109349,3011469,retired,unclassified
109350,3011470,sAGN,seyfert
109351,3011471,unclassified,unclassified
109352,3011472,SF,SF
109353,3011473,SF,unclassified
109354,3011474,SF,SF
109355,3011475,sAGN,composite
109356,3011476,SF,unclassified
109357,3011477,SF,SF
109358,3011478,SF,SF
109359,3011479,sAGN,SF
109360,3011480,wAGN,composite
109361,3011481,wAGN,composite
109362,3011482,SF,unclassified
109363,3011483,SF,SF
109364,3011484,SF,SF
109365,3011485,unclassified,unclassified
109366,3011486,SF,unclassified
109367,3011487,sAGN,composite
109368,3011488,SF,SF
109369,3011489,unclassified,unclassified
109370,3011490,SF,unclassified
109371,3011491,retired,composite
109372,3011492,SF,SF
109373,3011493,sAGN,seyfert
109374,3011494,SF,SF
109375,3011495,retired,LINERs
109376,3011496,retired,composite
109377,3011497,unclassified,unclassified
109378,3011498,sAGN,composite
109379,3011499,SF,SF
109380,3011500,retired,unclassified
109381,3011501,SF,SF
109382,3011502,SF,composite
109383,3011503,SF,SF
109384,3011504,SF,SF
109385,3011505,SF,SF
109386,3011506,retired,LINERs
109387,3011507,retired,unclassified
109388,3011508,unclassified,unclassified
109389,3011509,retired,unclassified
109390,3011510,SF,SF
109391,3011511,retired,unclassified
109392,3011512,SF,SF
109393,3011513,SF,unclassified
109394,3011514,SF,composite
109395,3011515,SF,SF
109396,3011516,retired,unclassified
109397,3011517,SF,SF
109398,3011518,SF,SF
109399,3011519,SF,SF
109400,3011520,SF,SF
109401,3011521,retired,unclassified
109402,3011522,sAGN,composite
109403,3011523,SF,SF
109404,3011524,SF,composite
109405,3011525,sAGN,seyfert
109406,3011526,SF,SF
109407,3011527,SF,SF
109408,3011528,SF,SF
109409,3011529,retired,LINERs
109410,3011530,sAGN,unclassified
109411,3011531,SF,composite
109412,3011532,retired,LINERs
109413,3011533,SF,SF
109414,3011534,retired,unclassified
109415,3011535,sAGN,composite
109416,3011536,wAGN,composite
109417,3011537,SF,unclassified
109418,3011538,retired,unclassified
109419,3011539,sAGN,composite
109420,3011540,SF,SF
109421,3011541,sAGN,seyfert
109422,3011542,SF,SF
109423,3011543,unclassified,unclassified
109424,3011544,retired,SF
109425,3011545,retired,unclassified
109426,3011546,unclassified,unclassified
109427,3011547,SF,unclassified
109428,3011548,retired,unclassified
109429,3011549,retired,seyfert
109430,3011550,unclassified,unclassified
109431,3011551,SF,unclassified
109432,3011552,SF,unclassified
109433,3011553,SF,unclassified
109434,3011554,SF,SF
109435,3011555,retired,unclassified
109436,3011556,SF,unclassified
109437,3011557,unclassified,unclassified
109438,3011558,passive,unclassified
109439,3011559,retired,unclassified
109440,3011560,SF,unclassified
109441,3011561,SF,SF
109442,3011562,SF,unclassified
109443,3011563,SF,SF
109444,3011564,SF,unclassified
109445,3011565,SF,SF
109446,3011566,unclassified,unclassified
109447,3011567,unclassified,unclassified
109448,3011568,unclassified,unclassified
109449,3011569,unclassified,unclassified
109450,3011570,SF,SF
109451,3011571,retired,unclassified
109452,3011572,sAGN,seyfert
109453,3011573,SF,SF
109454,3011574,SF,unclassified
109455,3011575,sAGN,composite
109456,3011576,SF,unclassified
109457,3011577,retired,SF
109458,3011578,unclassified,unclassified
109459,3011579,retired,unclassified
109460,3011580,SF,SF
109461,3011581,SF,SF
109462,3011582,SF,SF
109463,3011583,sAGN,composite
109464,3011584,sAGN,LINERs
109465,3011585,SF,unclassified
109466,3011586,retired,LINERs
109467,3011587,SF,SF
109468,3011588,sAGN,composite
109469,3011589,retired,unclassified
109470,3011590,retired,LINERs
109471,3011591,SF,unclassified
109472,3011592,SF,SF
109473,3011593,SF,SF
109474,3011594,SF,SF
109475,3011595,sAGN,seyfert
109476,3011596,retired,LINERs
109477,3011597,unclassified,unclassified
109478,3011598,SF,unclassified
109479,3011599,SF,SF
109480,3011600,sAGN,composite
109481,3011601,SF,unclassified
109482,3011602,sAGN,composite
109483,3011603,unclassified,unclassified
109484,3011604,SF,composite
109485,3011605,SF,SF
109486,3011606,unclassified,unclassified
109487,3011607,sAGN,composite
109488,3011608,SF,unclassified
109489,3011609,SF,SF
109490,3011610,sAGN,composite
109491,3011611,SF,SF
109492,3011612,sAGN,composite
109493,3011613,SF,SF
109494,3011614,sAGN,SF
109495,3011615,sAGN,SF
109496,3011616,sAGN,SF
109497,3011617,unclassified,unclassified
109498,3011618,retired,composite
109499,3011619,wAGN,unclassified
109500,3011620,sAGN,unclassified
109501,3011621,sAGN,composite
109502,3011622,unclassified,unclassified
109503,3011623,retired,unclassified
109504,3011624,SF,SF
109505,3011625,SF,unclassified
109506,3011626,sAGN,composite
109507,3011627,SF,SF
109508,3011628,sAGN,composite
109509,3011629,wAGN,LINERs
109510,3011630,SF,unclassified
109511,3011631,SF,SF
109512,3011632,SF,composite
109513,3011633,sAGN,composite
109514,3011634,SF,SF
109515,3011635,sAGN,composite
109516,3011636,unclassified,unclassified
109517,3011637,SF,composite
109518,3011638,SF,unclassified
109519,3011639,SF,SF
109520,3011640,passive,unclassified
109521,3011641,SF,unclassified
109522,3011642,retired,LINERs
109523,3011643,sAGN,composite
109524,3011644,SF,SF
109525,3011645,wAGN,composite
109526,3011646,unclassified,unclassified
109527,3011647,sAGN,SF
109528,3011648,sAGN,composite
109529,3011649,SF,SF
109530,3011650,sAGN,composite
109531,3011651,SF,unclassified
109532,3011652,SF,unclassified
109533,3011653,sAGN,composite
109534,3011654,unclassified,unclassified
109535,3011655,SF,SF
109536,3011656,unclassified,unclassified
109537,3011657,unclassified,unclassified
109538,3011658,SF,unclassified
109539,3011659,retired,unclassified
109540,3011660,unclassified,unclassified
109541,3011661,unclassified,unclassified
109542,3011662,sAGN,composite
109543,3011663,SF,SF
109544,3011664,SF,SF
109545,3011665,unclassified,unclassified
109546,3011666,SF,SF
109547,3011667,SF,SF
109548,3011668,unclassified,unclassified
109549,3011669,SF,SF
109550,3011670,SF,SF
109551,3011671,unclassified,unclassified
109552,3011672,retired,LINERs
109553,3011673,SF,composite
109554,3011674,unclassified,unclassified
109555,3011675,unclassified,unclassified
109556,3011676,SF,SF
109557,3011677,SF,composite
109558,3011678,unclassified,unclassified
109559,3011679,sAGN,composite
109560,3011680,sAGN,seyfert
109561,3011681,sAGN,seyfert
109562,3011682,SF,composite
109563,3011683,sAGN,composite
109564,3011684,SF,SF
109565,3011685,SF,SF
109566,3011686,retired,LINERs
109567,3011687,wAGN,composite
109568,3011688,SF,SF
109569,3011689,SF,SF
109570,3011690,SF,unclassified
109571,3011691,wAGN,unclassified
109572,3011692,retired,composite
109573,3011693,sAGN,seyfert
109574,3011694,wAGN,composite
109575,3011695,retired,unclassified
109576,3011696,retired,composite
109577,3011697,retired,LINERs
109578,3011698,SF,SF
109579,3011699,SF,SF
109580,3011700,SF,unclassified
109581,3011701,unclassified,unclassified
109582,3011702,SF,SF
109583,3011703,SF,SF
109584,3011704,SF,SF
109585,3011705,SF,SF
109586,3011706,SF,SF
109587,3011707,SF,SF
109588,3011708,SF,unclassified
109589,3011709,unclassified,unclassified
109590,3011710,SF,SF
109591,3011711,SF,SF
109592,3011712,retired,unclassified
109593,3011713,unclassified,unclassified
109594,3011714,SF,SF
109595,3011715,unclassified,unclassified
109596,3011716,unclassified,unclassified
109597,3011717,sAGN,unclassified
109598,3011718,retired,unclassified
109599,3011719,unclassified,unclassified
109600,3011720,SF,SF
109601,3011721,wAGN,SF
109602,3011722,passive,unclassified
109603,3011723,SF,SF
109604,3011724,SF,SF
109605,3011725,SF,SF
109606,3011726,retired,LINERs
109607,3011727,unclassified,unclassified
109608,3011728,unclassified,unclassified
109609,3011729,SF,SF
109610,3011730,retired,unclassified
109611,3011731,SF,SF
109612,3011732,SF,SF
109613,3011733,sAGN,composite
109614,3011734,sAGN,composite
109615,3011735,SF,unclassified
109616,3011736,sAGN,composite
109617,3011737,SF,SF
109618,3011738,retired,unclassified
109619,3011739,SF,SF
109620,3011740,SF,SF
109621,3011741,SF,SF
109622,3011742,SF,composite
109623,3011743,retired,LINERs
109624,3011744,SF,unclassified
109625,3011745,SF,unclassified
109626,3011746,SF,seyfert
109627,3011747,SF,SF
109628,3011748,sAGN,composite
109629,3011749,unclassified,unclassified
109630,3011750,SF,unclassified
109631,3011751,unclassified,unclassified
109632,3011752,sAGN,SF
109633,3011753,unclassified,unclassified
109634,3011754,unclassified,unclassified
109635,3011755,sAGN,SF
109636,3011756,passive,unclassified
109637,3011757,sAGN,seyfert
109638,3011758,SF,SF
109639,3011759,SF,SF
109640,3011760,unclassified,unclassified
109641,3011761,SF,SF
109642,3011762,SF,SF
109643,3011763,SF,SF
109644,3011764,unclassified,unclassified
109645,3011765,SF,SF
109646,3011766,unclassified,unclassified
109647,3011767,SF,SF
109648,3011768,SF,SF
109649,3011769,retired,composite
109650,3011770,SF,SF
109651,3011771,SF,SF
109652,3011772,SF,SF
109653,3011773,SF,SF
109654,3011774,SF,unclassified
109655,3011775,SF,unclassified
109656,3011776,SF,SF
109657,3011777,SF,unclassified
109658,3011778,SF,SF
109659,3011779,wAGN,unclassified
109660,3011780,SF,SF
109661,3011781,SF,SF
109662,3011782,SF,composite
109663,3011783,unclassified,unclassified
109664,3011784,retired,unclassified
109665,3011785,SF,SF
109666,3011786,sAGN,unclassified
109667,3011787,SF,SF
109668,3011788,SF,SF
109669,3011789,retired,unclassified
109670,3011790,unclassified,unclassified
109671,3011791,unclassified,unclassified
109672,3011792,SF,SF
109673,3011793,unclassified,unclassified
109674,3011794,SF,SF
109675,3011795,SF,SF
109676,3011796,SF,SF
109677,3011797,sAGN,composite
109678,3011798,sAGN,composite
109679,3011799,SF,SF
109680,3011800,sAGN,composite
109681,3011801,retired,LINERs
109682,3011802,unclassified,unclassified
109683,3011803,unclassified,unclassified
109684,3011804,SF,SF
109685,3011805,SF,SF
109686,3011806,sAGN,composite
109687,3011807,SF,SF
109688,3011808,SF,composite
109689,3011809,SF,SF
109690,3011810,SF,SF
109691,3011811,retired,composite
109692,3011812,SF,SF
109693,3011813,wAGN,composite
109694,3011814,SF,SF
109695,3011815,sAGN,unclassified
109696,3011816,unclassified,unclassified
109697,3011817,unclassified,unclassified
109698,3011818,sAGN,composite
109699,3011819,SF,unclassified
109700,3011820,sAGN,composite
109701,3011821,SF,SF
109702,3011822,SF,SF
109703,3011823,SF,SF
109704,3011824,sAGN,LINERs
109705,3011825,unclassified,unclassified
109706,3011826,sAGN,SF
109707,3011827,SF,SF
109708,3011828,retired,seyfert
109709,3011829,SF,unclassified
109710,3011830,SF,SF
109711,3011831,retired,composite
109712,3011832,SF,SF
109713,3011833,sAGN,composite
109714,3011834,unclassified,unclassified
109715,3011835,SF,unclassified
109716,3011836,retired,SF
109717,3011837,unclassified,unclassified
109718,3011838,SF,SF
109719,3011839,SF,SF
109720,3011840,SF,SF
109721,3011841,SF,SF
109722,3011842,SF,SF
109723,3011843,retired,composite
109724,3011844,SF,SF
109725,3011845,sAGN,composite
109726,3011846,unclassified,unclassified
109727,3011847,wAGN,LINERs
109728,3011848,sAGN,LINERs
109729,3011849,SF,SF
109730,3011850,unclassified,unclassified
109731,3011851,SF,SF
109732,3011852,passive,SF
109733,3011853,SF,SF
109734,3011854,sAGN,SF
109735,3011855,retired,LINERs
109736,3011856,SF,SF
109737,3011857,SF,unclassified
109738,3011858,retired,unclassified
109739,3011859,retired,unclassified
109740,3011860,retired,unclassified
109741,3011861,wAGN,composite
109742,3011862,sAGN,composite
109743,3011863,SF,SF
109744,3011864,unclassified,unclassified
109745,3011865,wAGN,unclassified
109746,3011866,SF,SF
109747,3011867,SF,unclassified
109748,3011868,unclassified,unclassified
109749,3011869,sAGN,composite
109750,3011870,SF,unclassified
109751,3011871,unclassified,unclassified
109752,3011872,unclassified,unclassified
109753,3011873,unclassified,unclassified
109754,3011874,SF,SF
109755,3011875,sAGN,composite
109756,3011876,SF,SF
109757,3011877,SF,SF
109758,3011878,sAGN,composite
109759,3011879,SF,unclassified
109760,3011880,unclassified,unclassified
109761,3011881,sAGN,unclassified
109762,3011882,retired,unclassified
109763,3011883,unclassified,unclassified
109764,3011884,SF,SF
109765,3011885,unclassified,unclassified
109766,3011886,SF,SF
109767,3011887,unclassified,unclassified
109768,3011888,SF,SF
109769,3011889,SF,SF
109770,3011890,unclassified,unclassified
109771,3011891,sAGN,composite
109772,3011892,unclassified,unclassified
109773,3011893,unclassified,unclassified
109774,3011894,SF,SF
109775,3011895,retired,unclassified
109776,3011896,SF,SF
109777,3011897,unclassified,unclassified
109778,3011898,sAGN,unclassified
109779,3011899,SF,SF
109780,3011900,sAGN,composite
109781,3011901,SF,SF
109782,3011902,unclassified,unclassified
109783,3011903,SF,SF
109784,3011904,SF,unclassified
109785,3011905,SF,SF
109786,3011906,SF,SF
109787,3011907,SF,SF
109788,3011908,sAGN,composite
109789,3011909,SF,SF
109790,3011910,unclassified,unclassified
109791,3011911,retired,unclassified
109792,3011912,SF,SF
109793,3011913,unclassified,unclassified
109794,3011914,unclassified,unclassified
109795,3011915,SF,SF
109796,3011916,SF,seyfert
109797,3011917,retired,unclassified
109798,3011918,SF,SF
109799,3011919,unclassified,unclassified
109800,3011920,passive,unclassified
109801,3011921,sAGN,SF
109802,3011922,sAGN,composite
109803,3011923,SF,SF
109804,3011924,wAGN,composite
109805,3011925,unclassified,unclassified
109806,3011926,SF,SF
109807,3011927,SF,SF
109808,3011928,SF,SF
109809,3011929,SF,SF
109810,3011930,SF,SF
109811,3011931,SF,SF
109812,3011932,SF,SF
109813,3011933,SF,SF
109814,3011934,unclassified,unclassified
109815,3011935,SF,unclassified
109816,3011936,SF,SF
109817,3011937,SF,SF
109818,3011938,SF,SF
109819,3011939,SF,SF
109820,3011940,SF,SF
109821,3011941,SF,SF
109822,3011942,unclassified,unclassified
109823,3011943,unclassified,unclassified
109824,3011944,retired,unclassified
109825,3011945,SF,unclassified
109826,3011946,SF,SF
109827,3011947,SF,SF
109828,3011948,unclassified,unclassified
109829,3011949,sAGN,composite
109830,3011950,SF,unclassified
109831,3011951,sAGN,composite
109832,3011952,sAGN,composite
109833,3011953,unclassified,unclassified
109834,3011954,SF,SF
109835,3011955,SF,SF
109836,3011956,SF,composite
109837,3011957,SF,SF
109838,3011958,SF,unclassified
109839,3011959,SF,unclassified
109840,3011960,SF,SF
109841,3011961,SF,SF
109842,3011962,SF,unclassified
109843,3011963,retired,unclassified
109844,3011964,SF,SF
109845,3011965,SF,SF
109846,3011966,SF,SF
109847,3011967,SF,SF
109848,3011968,SF,SF
109849,3011969,SF,composite
109850,3011970,sAGN,composite
109851,3011971,SF,SF
109852,3011972,sAGN,composite
109853,3011973,SF,composite
109854,3011974,unclassified,unclassified
109855,3011975,unclassified,unclassified
109856,3011976,SF,SF
109857,3011977,sAGN,composite
109858,3011978,retired,LINERs
109859,3011979,wAGN,unclassified
109860,3011980,retired,composite
109861,3011981,SF,SF
109862,3011982,SF,unclassified
109863,3011983,SF,SF
109864,3011984,SF,SF
109865,3011985,sAGN,composite
109866,3011986,SF,SF
109867,3011987,sAGN,unclassified
109868,3011988,SF,SF
109869,3011989,SF,SF
109870,3011990,retired,SF
109871,3011991,retired,unclassified
109872,3011992,retired,LINERs
109873,3011993,sAGN,seyfert
109874,3011994,passive,unclassified
109875,3011995,retired,composite
109876,3011996,SF,unclassified
109877,3011997,retired,unclassified
109878,3011998,sAGN,composite
109879,3011999,SF,unclassified
109880,3012000,SF,unclassified
109881,3012001,SF,SF
109882,3012002,retired,LINERs
109883,3012003,sAGN,SF
109884,3012004,SF,unclassified
109885,3012005,SF,unclassified
109886,3012006,unclassified,unclassified
109887,3012007,sAGN,unclassified
109888,3012008,SF,SF
109889,3012009,unclassified,unclassified
109890,3012010,sAGN,composite
109891,3012011,sAGN,unclassified
109892,3012012,retired,unclassified
109893,3012013,SF,composite
109894,3012014,SF,SF
109895,3012015,SF,SF
109896,3012016,unclassified,unclassified
109897,3012017,unclassified,unclassified
109898,3012018,SF,SF
109899,3012019,unclassified,unclassified
109900,3012020,sAGN,unclassified
109901,3012021,SF,unclassified
109902,3012022,unclassified,unclassified
109903,3012023,sAGN,SF
109904,3012024,retired,unclassified
109905,3012025,retired,composite
109906,3012026,unclassified,unclassified
109907,3012027,unclassified,unclassified
109908,3012028,retired,unclassified
109909,3012029,wAGN,seyfert
109910,3012030,unclassified,unclassified
109911,3012031,sAGN,seyfert
109912,3012032,SF,unclassified
109913,3012033,SF,SF
109914,3012034,SF,unclassified
109915,3012035,sAGN,SF
109916,3012036,SF,seyfert
109917,3012037,unclassified,unclassified
109918,3012038,sAGN,unclassified
109919,3012039,SF,composite
109920,3012040,retired,composite
109921,3012041,retired,LINERs
109922,3012042,unclassified,unclassified
109923,3012043,sAGN,composite
109924,3012044,sAGN,composite
109925,3012045,SF,SF
109926,3012046,sAGN,composite
109927,3012047,wAGN,LINERs
109928,3012048,unclassified,unclassified
109929,3012049,SF,SF
109930,3012050,retired,unclassified
109931,3012051,SF,SF
109932,3012052,SF,SF
109933,3012053,sAGN,seyfert
109934,3012054,sAGN,composite
109935,3012055,SF,SF
109936,3012056,retired,unclassified
109937,3012057,unclassified,unclassified
109938,3012058,SF,SF
109939,3012059,SF,SF
109940,3012060,unclassified,unclassified
109941,3012061,retired,unclassified
109942,3012062,SF,SF
109943,3012063,SF,SF
109944,3012064,sAGN,composite
109945,3012065,SF,SF
109946,3012066,sAGN,composite
109947,3012067,SF,SF
109948,3012068,SF,SF
109949,3012069,unclassified,unclassified
109950,3012070,unclassified,unclassified
109951,3012071,retired,composite
109952,3012072,SF,SF
109953,3012073,retired,unclassified
109954,3012074,unclassified,unclassified
109955,3012075,SF,SF
109956,3012076,unclassified,unclassified
109957,3012077,sAGN,composite
109958,3012078,SF,SF
109959,3012079,SF,SF
109960,3012080,SF,unclassified
109961,3012081,retired,composite
109962,3012082,retired,LINERs
109963,3012083,retired,unclassified
109964,3012084,sAGN,seyfert
109965,3012085,SF,SF
109966,3012086,unclassified,unclassified
109967,3012087,unclassified,unclassified
109968,3012088,SF,composite
109969,3012089,sAGN,seyfert
109970,3012090,SF,unclassified
109971,3012091,SF,composite
109972,3012092,SF,SF
109973,3012093,SF,SF
109974,3012094,sAGN,composite
109975,3012095,wAGN,unclassified
109976,3012096,SF,SF
109977,3012097,SF,SF
109978,3012098,unclassified,unclassified
109979,3012099,retired,composite
109980,3012100,SF,unclassified
109981,3012101,SF,SF
109982,3012102,wAGN,seyfert
109983,3012103,unclassified,unclassified
109984,3012104,unclassified,unclassified
109985,3012105,SF,SF
109986,3012106,SF,seyfert
109987,3012107,SF,SF
109988,3012108,retired,unclassified
109989,3012109,sAGN,composite
109990,3012110,sAGN,composite
109991,3012111,SF,seyfert
109992,3012112,retired,unclassified
109993,3012113,wAGN,composite
109994,3012114,SF,SF
109995,3012115,wAGN,unclassified
109996,3012116,SF,unclassified
109997,3012117,unclassified,unclassified
109998,3012118,retired,SF
109999,3012119,SF,SF
110000,3012120,retired,LINERs
110001,3012121,retired,LINERs
110002,3012122,retired,composite
110003,3012123,SF,unclassified
110004,3012124,sAGN,composite
110005,3012125,SF,SF
110006,3012126,SF,SF
110007,3012127,wAGN,composite
110008,3012128,SF,composite
110009,3012129,unclassified,unclassified
110010,3012130,SF,SF
110011,3012131,retired,unclassified
110012,3012132,retired,SF
110013,3012133,SF,SF
110014,3012134,SF,SF
110015,3012135,unclassified,unclassified
110016,3012136,SF,SF
110017,3012137,SF,composite
110018,3012138,unclassified,unclassified
110019,3012139,SF,SF
110020,3012140,unclassified,unclassified
110021,3012141,SF,unclassified
110022,3012142,retired,unclassified
110023,3012143,unclassified,unclassified
110024,3012144,retired,unclassified
110025,3012145,retired,unclassified
110026,3012146,SF,SF
110027,3012147,unclassified,unclassified
110028,3012148,unclassified,unclassified
110029,3012149,SF,unclassified
110030,3012150,SF,SF
110031,3012151,sAGN,SF
110032,3012152,unclassified,unclassified
110033,3012153,SF,composite
110034,3012154,retired,LINERs
110035,3012155,unclassified,unclassified
110036,3012156,SF,composite
110037,3012157,SF,composite
110038,3012158,unclassified,unclassified
110039,3012159,SF,SF
110040,3012160,wAGN,unclassified
110041,3012161,SF,SF
110042,3012162,SF,SF
110043,3012163,unclassified,unclassified
110044,3012164,SF,unclassified
110045,3012165,unclassified,unclassified
110046,3012166,passive,unclassified
110047,3012167,wAGN,unclassified
110048,3012168,sAGN,unclassified
110049,3012169,sAGN,composite
110050,3012170,sAGN,seyfert
110051,3012171,sAGN,composite
110052,3012172,SF,SF
110053,3012173,retired,unclassified
110054,3012174,passive,unclassified
110055,3012175,unclassified,unclassified
110056,3012176,retired,LINERs
110057,3012177,SF,composite
110058,3012178,sAGN,seyfert
110059,3012179,retired,unclassified
110060,3012180,unclassified,composite
110061,3012181,unclassified,unclassified
110062,3012182,retired,unclassified
110063,3012183,SF,SF
110064,3012184,SF,SF
110065,3012185,SF,SF
110066,3012186,SF,unclassified
110067,3012187,unclassified,unclassified
110068,3012188,SF,SF
110069,3012189,SF,SF
110070,3012190,unclassified,unclassified
110071,3012191,unclassified,unclassified
110072,3012192,SF,unclassified
110073,3012193,SF,unclassified
110074,3012194,sAGN,unclassified
110075,3012195,SF,SF
110076,3012196,sAGN,composite
110077,3012197,SF,SF
110078,3012198,SF,unclassified
110079,3012199,SF,composite
110080,3012200,SF,SF
110081,3012201,sAGN,composite
110082,3012202,passive,composite
110083,3012203,SF,SF
110084,3012204,SF,unclassified
110085,3012205,retired,unclassified
110086,3012206,sAGN,composite
110087,3012207,sAGN,seyfert
110088,3012208,retired,unclassified
110089,3012209,unclassified,unclassified
110090,3012210,sAGN,unclassified
110091,3012211,SF,SF
110092,3012212,retired,unclassified
110093,3012213,SF,SF
110094,3012214,sAGN,composite
110095,3012215,SF,unclassified
110096,3012216,unclassified,unclassified
110097,3012217,retired,unclassified
110098,3012218,retired,composite
110099,3012219,wAGN,composite
110100,3012220,unclassified,unclassified
110101,3012221,SF,unclassified
110102,3012222,SF,unclassified
110103,3012223,unclassified,unclassified
110104,3012224,SF,SF
110105,3012225,SF,SF
110106,3012226,SF,unclassified
110107,3012227,sAGN,composite
110108,3012228,SF,SF
110109,3012229,unclassified,unclassified
110110,3012230,unclassified,unclassified
110111,3012231,wAGN,unclassified
110112,3012232,unclassified,composite
110113,3012233,SF,unclassified
110114,3012234,passive,unclassified
110115,3012235,retired,unclassified
110116,3012236,SF,SF
110117,3012237,SF,SF
110118,3012238,retired,unclassified
110119,3012239,sAGN,composite
110120,3012240,unclassified,unclassified
110121,3012241,sAGN,composite
110122,3012242,SF,unclassified
